index,polarity,subjectivity,speaker,speaker_name,text,applause,attack,agree,noun_phrases,people,locations,topic,autotopic
0,0.5833333333333334,0.611111111111111,moderator,LESTER HOLT,"Good evening, I'm Lester Holt, and welcome to night two of the first Democratic debate in the 2020 race of president.",False,False,False,"['good evening', 'lester holt', 'democratic debate']",[],[],uncategorized,['misc']
1,0.3,0.2916666666666667,moderator,SAVANNAH GUTHRIE,"Good evening, I'm Savannah Guthrie. Last night we heard from ten candidates and now 10 more take the stage.",False,False,False,"['good evening', 'savannah guthrie']",[],[],uncategorized,['misc']
2,0.0,0.0,moderator,HOLT,"And again tonight, we'll be joined in the questioning by our colleagues, Jose Diaz-Balart, Chuck Todd, and Rachel Maddow.",False,False,False,"['jose diaz-balart', 'chuck todd', 'rachel maddow']",[],[],uncategorized,['misc']
3,0.0,0.0,moderator,GUTHRIE,"The candidates are in position, so let's get started.",False,False,False,[],[],[],uncategorized,['misc']
4,0.0,0.0,moderator,GUTHRIE,(APPLAUSE),True,False,False,[],[],[],uncategorized,['misc']
5,-0.012727272727272731,0.1709090909090909,moderator,ANNOUNCER,"Tonight, round two, Colorado Senator Michael Bennet. Former Vice President Joe Biden. South Bend Indiana Mayor Pete Buttigieg. New York Senator Kirsten Gillibrand. California Senator Kamala Harris. Former Colorado Governor John Hickenlooper. Vermont Senator Bernie Sanders. California Congressman Eric Swalwell. Author Marianne Williamson. And former tech executive Andrew Yang.",False,False,False,"['colorado', 'michael bennet', 'vice president', 'joe biden', 'south bend', 'indiana', 'pete buttigieg', 'york', 'kirsten gillibrand', 'california', 'kamala harris', 'colorado', 'john hickenlooper', 'vermont', 'bernie sanders', 'california', 'eric swalwell', 'author marianne williamson', 'tech executive', 'andrew yang']",[],[],uncategorized,['misc']
6,0.018181818181818174,0.3,moderator,ANNOUNCER,"From NBC News, ""Decision 2020,"" the Democratic candidates debate, live from the Adrienne Arsht Performing Arts Center in Miami, Florida.",False,False,False,"['nbc news', 'decision', 'democratic candidates debate', 'adrienne arsht performing', 'miami', 'florida']",[],[],uncategorized,['misc']
7,0.0,0.0,moderator,ANNOUNCER,(APPLAUSE),True,False,False,[],[],[],uncategorized,['misc']
8,0.4125,0.590625,moderator,HOLT,"And good evening. Once again, welcome to the candidates and our spirited audience here tonight in the Arsht Center and across America tonight. We continue the spirited debate about the future of the country, how to tackle our most pressing problems, and getting to the heart of the biggest issues in this Democratic primary.",False,False,False,"['good evening', 'arsht', 'america', 'pressing problems', 'democratic primary']",[],[],uncategorized,['misc']
9,0.0,0.0,moderator,GUTHRIE,"Tonight, we're going to talk about health care, immigration. We're also going to dive into the economy, jobs, climate change, as well.",False,False,False,['health care'],[],[],uncategorized,"['healthcare', 'climate-change', 'economic-inequality', 'jobs', 'immigration']"
10,0.19404761904761905,0.39999999999999997,moderator,JOSE DIAZ-BALART,"As the quick rules of the road, before we begin -- and they may sound familiar -- 20 candidates qualified for this first debate. As we said, we heard from 10 last night, and we'll hear from 10 more tonight. The breakdown for each night was selected at random. The candidates will have 60 seconds to answer, 30 seconds for any follow-ups.",False,False,False,['quick rules'],[],[],uncategorized,['misc']
11,0.2380952380952381,0.3511904761904762,moderator,HOLT,"And because of the large field of candidates, not every person is going to be able to weigh in on every topic, but over the course of the next two hours, we will hear from everyone.",False,False,False,['large field'],[],[],uncategorized,['misc']
12,0.425,0.5222222222222223,moderator,GUTHRIE,"And we love our audience, but we'd like to ask them to keep their reactions to a minimum. And we're not going to hold back making sure the candidates stick to time.         So, with that business taken care of, let's get to it. And we're going to start today with Senator Sanders. Good evening to you.",False,False,False,"['sanders', 'good evening']",[],[],uncategorized,['misc']
13,0.21704545454545454,0.35056818181818183,moderator,GUTHRIE,"You've called for big, new government benefits, like universal health care and free college. In a recent interview, you said you suspected that Americans would be, quote, ""delighted"" to pay more taxes for things like that. My question to you is, will taxes go up for the middle class in a Sanders administration? And if so, how do you sell that to voters?",False,False,False,"['new government benefits', 'universal health care', 'free college', 'recent interview', 'middle class', 'sanders']",[],[],uncategorized,"['healthcare', 'economic-inequality', 'taxes', 'education']"
14,0.1910822510822511,0.3913852813852814,sanders,SANDERS,"Well, you're quite right. We have a new vision for America. And at a time when we have three people in this country owning more wealth than the bottom half of America, while 500,000 people are sleeping out on the streets today, we think it is time for change, real change.",False,False,False,"['new vision', 'america', 'america']",[],[],uncategorized,['misc']
