index,polarity,subjectivity,timestamp,speaker,speaker_name,text,applause,laughter,interaction,attack,attack_target,agree,agree_target,interruption,interrupt_target,defense,defense_against,reference,mentions,noun_phrases,people,locations,topic,autotopic,first_mention
0,0.5833333333333334,0.611111111111111,0:00:01,moderator,Lester Holt," Good evening, I'm Lester Holt, and welcome to night two of the first Democratic debate in the 2020 race for President.
",False,False,False,False,[],False,[],False,,False,,False,[],"['good evening', 'lester holt', 'democratic debate']",[],[],,['misc'],[]
1,0.39999999999999997,0.3888888888888889,0:00:07,moderator,Savannah Guthrie," Good evening, I'm Savannah Guthrie. Last night, we heard from 10 candidates, and now 10 more take the stage.
",False,False,False,False,[],False,[],False,,False,,False,[],"['good evening', 'savannah guthrie']",[],[],,['misc'],[]
2,0.0,0.0,0:00:12,moderator,Lester Holt," And again tonight, we'll be joined in the questioning by our colleagues, Jose Diaz-Balart, Chuck Todd, and Rachel Maddow.
",False,False,False,False,[],False,[],False,,False,,False,[],"['jose diaz-balart', 'chuck todd', 'rachel maddow']",[],[],,['misc'],[]
3,0.0,0.0,0:00:19,moderator,Savannah Guthrie," The candidates are in position, so let's get started.
",False,False,False,False,[],False,[],False,,False,,False,[],[],[],[],,['misc'],[]
4,-0.0038961038961039013,0.2077922077922078,0:00:22,moderator,Speaker 3," Tonight, round two, Colorado senator Michael Bennet, former Vice President Joe Biden, South Bend, Indiana Mayor Pete Buttigieg, New York senator Kirsten Gillibrand, California senator Kamala Harris, former Colorado governor John Hickenlooper, Vermont senator Bernie Sanders, California Congressman Eric Swalwell, author Marianne Williamson, and former tech executive Andrew Yang. From NBC News, Decision 2020, the Democratic Candidates Debate, live from the Adrienne Arsht Performing Arts Center in Miami, Florida.
",False,False,False,False,[],False,[],False,,False,,True,"['biden', 'swalwell', 'bennet', 'buttigieg', 'sanders', 'hickenlooper', 'harris', 'delaney', 'gillibrand', 'williamson', 'yang']","['colorado', 'michael bennet', 'vice president', 'joe biden', 'south bend', 'indiana', 'pete buttigieg', 'york', 'kirsten gillibrand', 'california', 'kamala harris', 'colorado', 'john hickenlooper', 'vermont', 'bernie sanders', 'california', 'eric swalwell', 'marianne williamson', 'tech executive', 'andrew yang', 'nbc news', 'decision', 'candidates', 'adrienne arsht performing', 'miami', 'florida']",[],[],,['misc'],[]
5,0.0,0.0,,moderator,Speaker 3,"[music]
",False,False,False,False,[],False,[],False,,False,,False,[],['[ music ]'],[],[],,['misc'],[]
6,0.4125,0.590625,0:01:15,moderator,Lester Holt," And good evening once again. Welcome to the candidates and our spirited audience here tonight in the Arsht Center and across America. Tonight, we continue the spirited debate about the future of the country, how to tackle our most pressing problems and getting to the heart of the biggest issues in this Democratic primary.
",False,False,False,False,[],False,[],False,,False,,False,[],"['good evening', 'welcome', 'arsht', 'america', 'pressing problems', 'democratic primary']",[],[],,['misc'],[]
7,0.0,0.0,0:01:32,moderator,Savannah Guthrie," Tonight, we're gonna talk about healthcare, immigration. We're also gonna dive into the economy, jobs, climate change as well.
",False,False,False,False,[],False,[],False,,False,,False,[],"[""'re gon na talk"", 'gon na dive']",[],[],,"['healthcare', 'climate-change', 'economic-inequality', 'jobs', 'immigration']","['healthcare', 'climate-change', 'economic-inequality', 'jobs', 'immigration']"
8,0.19404761904761905,0.39999999999999997,0:01:38,moderator,Jose Diaz-Balart," And some quick rules of the road before we begin, and they may sound familiar, 20 candidates qualified for this first debate. As we said, we heard from 10 last night and we'll hear from 10 more tonight. The breakdown for each night was selected at random. The candidates will have 60 seconds to answer, 30 seconds for any follow-ups.
",False,False,False,False,[],False,[],False,,False,,False,[],['quick rules'],[],[],,['misc'],[]
9,0.2380952380952381,0.3511904761904762,0:01:56,moderator,Lester Holt," And because of the large field of candidates, not every person is going to be able to weigh in on every topic, but over the course of the next two hours, we will hear from everyone.
",False,False,False,False,[],False,[],False,,False,,False,[],['large field'],[],[],,['misc'],[]
10,0.2863636363636364,0.40778619528619536,0:02:06,moderator,Savannah Guthrie," And we love our audience, but we'd like to ask them to keep their reactions to a minimum, and we're not gonna hold back in making sure the candidates stick to time. So with that business taken care of, let's get to it. And we're gonna start today with Senator Sanders. Good evening to you. You've called for big new government benefits like universal healthcare and free college. In a recent interview, you said you suspected that Americans would be ""delighted to pay more taxes for things like that."" My question to you is, will taxes go up for the middle class in a Sanders administration? And if so, how do you sell that to voters?
",False,False,False,False,[],False,[],False,,False,,True,['sanders'],"['gon na hold', ""'re gon na"", 'sanders', 'good evening', 'big new government benefits', 'universal healthcare', 'free college', 'recent interview', 'middle class', 'sanders']",[],[],,"['healthcare', 'economic-inequality', 'taxes', 'education']","['taxes', 'education']"
